ItemSK	WarehouseSK	CostCenterSK	IssueDateSK	Description
18057	11	32	20240714	NULL
25123	11	32	20240714	NULL
27585	11	32	20240714	NULL
17864	11	32	20240714	NULL
3432	11	32	20240714	NULL
27586	11	32	20240714	NULL
17925	11	32	20240714	NULL
3421	11	32	20240714	NULL
3423	11	32	20240714	NULL
418	11	13	20240717	د
419	11	13	20240717	د
26511	11	32	20240717	NULL
3684	11	8	20240717	د
6530	11	8	20240717	د
6536	11	8	20240717	د
2230	11	8	20240717	د
23094	11	8	20240717	د
27547	11	13	20240717	د
315	11	13	20240718	برگشت به انبار جهت تحویلی به نیرو های برق کار*
418	11	13	20240718	برگشت به انبار جهت تحویلی به نیرو های برق کار*
419	11	13	20240718	برگشت به انبار جهت تحویلی به نیرو های برق کار*
20141	11	13	20240718	ارسال به تعمیر پیرو درخواست 1612به شرکت آناالکتریک*
6536	11	8	20240718	د
23001	11	8	20240718	د
11471	11	8	20240718	د
17650	11	8	20240718	د
4846	11	8	20240718	د
17651	11	8	20240718	د
23281	11	8	20240718	د
1924	11	32	20240718	د
16929	11	32	20240718	NULL
24302	11	32	20240718	NULL
1166	11	32	20240522	NULL
16636	11	32	20240522	NULL
4234	11	32	20240522	NULL
18803	11	32	20240522	NULL
4466	11	32	20240522	NULL
4142	11	32	20240522	NULL
4984	11	32	20240522	NULL
4457	11	32	20240522	NULL
4418	11	32	20240522	NULL
4417	11	32	20240522	NULL
4330	11	32	20240522	NULL
4423	11	32	20240522	NULL
4143	11	32	20240522	NULL
4461	11	32	20240522	NULL
4146	11	32	20240522	NULL
4426	11	32	20240522	NULL
17005	11	32	20240522	NULL
17056	11	32	20240522	NULL
2285	11	32	20240522	NULL
6348	11	32	20240522	NULL
16821	11	32	20240522	NULL
2567	11	32	20240522	NULL
2569	11	32	20240522	NULL
16808	11	32	20240522	NULL
23282	11	32	20240522	NULL
23276	11	32	20240522	NULL
24360	11	32	20240522	NULL
549	11	32	20240523	NULL
508	11	6	20240523	ارسال به شرکت ایماژ جهت تعمیر پیرو درخواست  972 *
2457	11	13	20240523	NULL
1155	11	40	20240523	NULL
895	11	29	20240523	ارسال به شارژ پیرو درخواست 940
894	11	29	20240523	ارسال به شارژ پیرو درخواست 940
891	11	29	20240523	ارسال به شارژ پیرو درخواست 940
890	11	29	20240523	ارسال به شارژ پیرو درخواست 940
889	11	29	20240523	ارسال به شارژ پیرو درخواست 940
23653	10	NULL	20240523	NULL
23651	10	NULL	20240523	NULL
23655	10	NULL	20240523	NULL
26709	10	NULL	20240523	NULL
23618	10	NULL	20240523	NULL
9425	11	32	20240803	NULL
545	11	13	20240804	پیرو درخواست 1803 جهت ارسال به کالیبراسیون *
11577	11	32	20240804	NULL
27712	11	32	20240804	NULL
27713	11	32	20240804	NULL
2747	11	32	20240804	NULL
16737	11	32	20240804	NULL
24539	11	32	20240804	NULL
27717	11	32	20240804	NULL
27718	11	32	20240804	NULL
17097	11	32	20240804	NULL
1261	11	32	20240804	NULL
27716	11	32	20240804	NULL
16716	11	32	20240804	NULL
1204	11	32	20240804	NULL
27719	11	32	20240804	NULL
6775	11	32	20240804	NULL
27720	11	32	20240804	NULL
3730	11	13	20240804	NULL
6775	11	32	20240804	NULL
27711	11	13	20240805	پیرو درخواست 1806 +1775 جهت ارسال به تعمیر *
27434	11	13	20240805	پیرو درخواست 1806 +1775 جهت ارسال به تعمیر *
16810	11	13	20240805	NULL
15259	11	24	20240805	ارسال به تعمیر پیرو درخواست 1834*
2634	11	13	20240805	NULL
27704	11	13	20240806	پیرو درخواست 1836 جهت ارسال به آناالکتریک *
8033	11	13	20240806	پیرو درخواست 1836 جهت ارسال به آناالکتریک *
371	11	13	20240806	NULL
351	11	13	20240806	NULL
675	11	13	20240806	NULL
926	11	13	20240806	NULL
7746	11	13	20240806	NULL
7799	11	13	20240806	NULL
7800	11	13	20240806	NULL
8634	11	13	20240806	NULL
8636	11	13	20240806	NULL
21653	11	13	20240806	NULL
13867	11	36	20240806	NULL
27703	11	13	20240806	پیرو درخواست 1844 جهت ارسال به کارگاه *
2317	11	32	20240806	NULL
26096	11	32	20240806	NULL
2554	11	32	20240806	NULL
2555	11	32	20240806	NULL
916	11	32	20240806	NULL
2202	11	32	20240806	NULL
1150	11	32	20240806	NULL
27734	11	32	20240806	NULL
27735	11	32	20240806	NULL
11533	11	13	20240806	ارسال به کارگاه گروه پیرو درخواست 1847*
23548	11	13	20240806	ارسال به کارگاه گروه پیرو درخواست 1847*
1188	12	NULL	20240806	NULL
1188	12	NULL	20240806	NULL
2317	11	13	20240806	NULL
1158	11	32	20240806	NULL
1159	11	32	20240806	NULL
10826	11	13	20240806	NULL
639	11	24	20240806	NULL
15942	11	24	20240806	NULL
312	11	24	20240806	NULL
8736	11	24	20240806	NULL
313	11	24	20240806	NULL
2155	11	32	20240807	NULL
8344	11	32	20240807	NULL
1255	11	32	20240807	NULL
1287	11	32	20240807	NULL
7862	11	32	20240807	NULL
5229	11	32	20240807	NULL
5846	11	32	20240807	NULL
5270	11	32	20240807	NULL
5239	11	32	20240807	NULL
27740	11	32	20240807	NULL
27741	11	32	20240807	NULL
27742	11	32	20240807	NULL
27743	11	32	20240807	NULL
27744	11	32	20240807	NULL
27745	11	32	20240807	NULL
27746	11	32	20240807	NULL
27747	11	32	20240807	NULL
27748	11	32	20240807	NULL
27749	11	32	20240807	NULL
2049	11	32	20240718	NULL
10752	11	32	20240718	NULL
2045	11	32	20240718	NULL
4615	11	32	20240718	NULL
9323	11	32	20240718	NULL
895	11	32	20240718	NULL
16117	11	32	20240718	NULL
16238	11	32	20240718	NULL
313	11	32	20240718	NULL
20245	11	32	20240718	NULL
19379	11	32	20240718	NULL
18066	11	32	20240718	NULL
27606	11	32	20240718	NULL
3489	11	32	20240718	NULL
27607	11	32	20240718	NULL
27608	11	32	20240718	NULL
27609	11	32	20240718	NULL
19596	11	32	20240718	NULL
1299	11	32	20240718	NULL
21154	11	32	20240718	NULL
26488	11	32	20240718	NULL
19568	11	32	20240718	NULL
23912	11	32	20240718	NULL
1906	11	32	20240718	NULL
27610	11	32	20240718	NULL
24853	11	32	20240718	د
2053	11	32	20240719	NULL
27611	11	32	20240720	NULL
6288	11	32	20240720	NULL
411	11	32	20240720	NULL
25526	10	NULL	20240720	NULL
23651	10	NULL	20240720	NULL
23655	10	NULL	20240720	NULL
23656	10	NULL	20240720	NULL
23649	10	NULL	20240720	NULL
23618	10	NULL	20240720	NULL
25526	10	NULL	20240720	NULL
23651	10	NULL	20240720	NULL
23655	10	NULL	20240720	NULL
23656	10	NULL	20240720	NULL
23649	10	NULL	20240720	NULL
23618	10	NULL	20240720	NULL
23648	10	NULL	20240720	NULL
27547	11	13	20240720	NULL
482	11	31	20240720	برگشتی از دفتر مرکزی - پخش تهران جهت ارسال به شرکت پاک لایه سان پیرو شماره نامه ol1046270*
24462	11	31	20240720	برگشت جهت ارسال به شرکت پاک لایه سان پیرو شماره نامه ol1046270*
481	11	31	20240720	برگشت جهت ارسال به شرکت پاک لایه سان پیرو شماره نامه ol1046270*
480	11	31	20240720	برگشت جهت ارسال به شرکت پاک لایه سان پیرو شماره نامه ol1046270*
8130	11	32	20240720	NULL
25425	11	32	20240720	NULL
5416	11	6	20240720	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست 1625*
1900	11	32	20240720	NULL
6847	11	28	20240720	برگشت به انبار پیرو رسید دریافت امانی از پاک لایه سان شماره 9073 سال 1402*حواله تحویلی 17505*سیستم خانم محمودی
482	11	28	20240720	برگشت به انبار پیرو رسید دریافت امانی از پاک لایه سان شماره 9073 سال 1402*حواله تحویلی 17505*سیستم خانم محمودی
481	11	28	20240720	برگشت به انبار پیرو رسید دریافت امانی از پاک لایه سان شماره 9073 سال 1402*حواله تحویلی 17505*سیستم خانم محمودی
480	11	28	20240720	برگشت به انبار پیرو رسید دریافت امانی از پاک لایه سان شماره 9073 سال 1402*حواله تحویلی 17505*سیستم خانم محمودی
23548	11	13	20240720	د.پیرو درخواست 1626جهت ارسال به کارگاه با هماهنگی آقای بیات
11534	11	13	20240720	د.پیرو درخواست 1626جهت ارسال به کارگاه با هماهنگی آقای بیات
18795	11	15	20240720	پیرو درخواست 1629 جهت ارسال به کارگاه *با هماهنگی اقای بیات *
2315	11	13	20240720	NULL
2328	11	6	20240720	ارسال به شرکت شینا صنعت جهت تعمیر پیرو درخواست 1633*
4235	11	6	20240720	د
4359	11	6	20240720	د
22041	11	32	20240720	NULL
23546	11	32	20240720	NULL
17971	11	32	20240720	NULL
1930	11	32	20240720	NULL
1852	11	32	20240720	NULL
24392	11	32	20240720	NULL
6782	11	32	20240720	NULL
14247	11	32	20240720	NULL
6203	11	32	20240720	NULL
24478	11	32	20240720	NULL
18146	11	32	20240720	NULL
20915	11	32	20240720	NULL
1375	11	32	20240720	NULL
24366	11	32	20240720	NULL
24364	11	32	20240720	NULL
27623	11	13	20240721	NULL
17758	11	32	20240721	NULL
1946	11	32	20240721	NULL
4957	11	32	20240721	NULL
6509	11	32	20240721	NULL
27624	11	32	20240721	NULL
4961	11	32	20240721	NULL
4956	11	32	20240721	NULL
4955	11	32	20240721	NULL
4949	11	32	20240721	NULL
4943	11	32	20240721	NULL
6514	11	32	20240721	NULL
4954	11	32	20240721	NULL
5507	11	32	20240721	NULL
4945	11	32	20240721	NULL
4962	11	32	20240721	NULL
4940	11	32	20240721	NULL
6512	11	32	20240721	NULL
6534	11	32	20240721	NULL
6532	11	32	20240721	NULL
6531	11	32	20240721	NULL
4934	11	32	20240721	NULL
8240	11	32	20240721	NULL
6526	11	32	20240721	NULL
8620	11	32	20240721	NULL
6536	11	32	20240721	NULL
694	11	32	20240622	NULL
447	11	32	20240622	NULL
24135	11	32	20240622	NULL
9895	11	32	20240622	NULL
17854	11	32	20240622	NULL
24051	11	32	20240622	NULL
27454	11	32	20240622	NULL
4622	11	32	20240622	NULL
11613	11	32	20240622	NULL
11364	11	32	20240622	NULL
11614	11	32	20240622	NULL
11363	11	32	20240622	NULL
27469	11	32	20240622	NULL
1985	11	32	20240623	NULL
6460	11	6	20240623	جهت ارسال به سیم پیچی پیرو درخواست 1272*
21103	11	32	20240623	NULL
21103	11	32	20240623	NULL
5787	11	32	20240623	NULL
2161	11	32	20240623	د
19146	11	32	20240623	د
24156	11	32	20240623	NULL
5288	11	32	20240623	د
12101	11	32	20240623	د
4608	11	32	20240623	NULL
4620	11	32	20240623	NULL
4613	11	32	20240623	NULL
4614	11	32	20240623	NULL
4618	11	32	20240623	NULL
15849	11	32	20240623	NULL
4623	11	32	20240623	NULL
4625	11	32	20240623	NULL
4629	11	32	20240623	NULL
11607	11	32	20240623	NULL
13250	11	32	20240623	NULL
11610	11	32	20240623	NULL
11609	11	32	20240623	NULL
11601	11	32	20240623	NULL
11600	11	32	20240623	NULL
17844	11	32	20240623	NULL
12269	11	32	20240623	NULL
4617	11	32	20240623	NULL
13251	11	32	20240623	NULL
12569	11	32	20240623	NULL
22391	11	32	20240623	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی*
22392	11	32	20240623	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی*
22393	11	32	20240623	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی*
22394	11	32	20240623	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی*
22395	11	32	20240623	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی*
13252	11	32	20240623	NULL
27470	11	32	20240623	NULL
27471	11	32	20240623	NULL
2011	11	32	20240623	NULL
539	11	46	20240624	ارسال به تعمیر پیرو درخواست 1271 *
12471	11	32	20240624	جهت ارسال به تعمیر دستگاه پرینتر انبار قطعات پیرو درخواست 1297*
24792	11	32	20240624	NULL
9756	11	32	20240624	NULL
7440	11	32	20240624	NULL
5902	11	32	20240624	NULL
27070	11	13	20240624	پیرو درخواست 1339 جهت ارسال به کارگاه*باهماهنگی اقای بیات
3443	11	32	20240624	NULL
4038	11	32	20240624	NULL
3982	11	32	20240624	NULL
4842	11	32	20240625	NULL
6600	11	32	20240625	NULL
6601	11	32	20240625	NULL
9182	11	32	20240625	NULL
5927	11	32	20240625	NULL
5906	11	32	20240625	NULL
17874	11	32	20240625	NULL
10785	11	13	20240626	NULL
16978	11	13	20240626	پیرو درخواست 1319 جهت ارسال به آنالکتریک*
1852	11	29	20240626	NULL
2166	11	32	20240626	NULL
4015	11	32	20240626	NULL
3986	11	32	20240626	NULL
4020	11	32	20240626	NULL
3362	11	13	20240626	NULL
22636	11	32	20240626	NULL
2201	11	40	20240626	NULL
3458	11	32	20240626	NULL
27003	11	13	20240627	ز
2076	11	28	20240627	NULL
15942	11	28	20240627	NULL
8736	11	28	20240627	NULL
2108	11	28	20240627	NULL
2080	11	32	20240627	د
2068	11	32	20240627	د
18261	11	32	20240627	NULL
17839	11	32	20240627	NULL
17840	11	32	20240627	NULL
3354	11	32	20240627	NULL
17644	11	32	20240627	NULL
27486	11	32	20240627	NULL
27487	11	32	20240627	NULL
19666	11	32	20240627	NULL
18041	11	32	20240627	NULL
24768	11	32	20240627	NULL
12790	11	32	20240627	NULL
3679	11	32	20240627	NULL
21976	11	32	20240627	NULL
1894	11	29	20240627	NULL
16001	11	32	20240628	NULL
2076	11	32	20240628	NULL
1239	11	32	20240628	NULL
6223	11	32	20240628	NULL
17026	11	32	20240628	NULL
7665	11	32	20240628	NULL
24429	11	32	20240628	NULL
17153	11	32	20240628	NULL
23476	11	32	20240628	NULL
6763	11	32	20240628	NULL
6634	11	32	20240628	NULL
6476	11	32	20240628	NULL
3745	11	32	20240628	NULL
5405	11	32	20240628	NULL
5406	11	32	20240628	NULL
3928	11	32	20240628	NULL
3929	11	32	20240628	NULL
3939	11	32	20240628	NULL
894	11	29	20240512	پیرو درخواست 807  جهت شارژ*
895	11	29	20240512	پیرو درخواست 807  جهت شارژ*
893	11	29	20240512	پیرو درخواست 807  جهت شارژ*
24420	11	8	20240512	پیرو درخواست 878 جهت ارسال به کارگاه*
22230	11	32	20240512	NULL
22229	11	32	20240512	NULL
5329	11	13	20240512	NULL
593	11	13	20240512	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 871
2075	11	28	20240512	NULL
3730	11	15	20240513	NULL
25898	11	31	20240618	پیرو حواله ارسالی 7421*برگشت از آقای قفطان واحد IT مستقر در کارگاه گروه *
10709	11	32	20240618	NULL
23800	11	31	20240618	NULL
6709	11	32	20240618	NULL
4031	11	32	20240618	NULL
5163	11	32	20240618	NULL
10826	11	32	20240618	NULL
26055	11	13	20240618	پیرو درخواست 1273 جهت ارسال به کارگاه *با هماهنگی اقای بیات *
1883	11	46	20240618	NULL
1139	11	32	20240618	NULL
16026	11	29	20240618	NULL
4300	11	32	20240618	NULL
3603	11	32	20240618	NULL
1895	11	32	20240619	NULL
2272	11	32	20240619	NULL
15285	11	31	20240619	برگشت به انبار جهت ارسال به تعمیر - پیرو درخواست شماره 1277
19358	11	32	20240619	NULL
19356	11	32	20240619	NULL
17756	11	32	20240619	NULL
17758	11	32	20240619	NULL
27449	11	32	20240619	NULL
8235	11	32	20240620	NULL
26329	11	31	20240620	NULL
7771	11	13	20240620	NULL
6309	11	32	20240620	NULL
5744	11	32	20240620	NULL
1934	11	32	20240620	NULL
1894	11	32	20240620	NULL
26321	11	13	20240620	پیرو درخواست 1293 جهت ارسال به کارگاه *
2081	11	1	20240620	NULL
17348	11	32	20240620	NULL
6208	11	22	20240620	NULL
1210	11	32	20240620	NULL
17685	11	32	20240620	NULL
17681	11	32	20240620	NULL
21461	11	32	20240620	NULL
27452	11	32	20240620	NULL
27453	11	32	20240620	NULL
27454	11	32	20240620	NULL
11376	11	32	20240620	NULL
17694	11	32	20240620	NULL
17689	11	32	20240620	NULL
8547	11	32	20240620	NULL
27455	11	32	20240620	NULL
17658	11	32	20240620	NULL
14737	11	32	20240620	NULL
14740	11	32	20240620	NULL
4670	11	32	20240620	NULL
14736	11	32	20240620	NULL
14738	11	32	20240620	NULL
27456	11	32	20240620	NULL
3774	11	32	20240620	NULL
1208	11	32	20240620	NULL
9738	11	32	20240620	NULL
8475	11	32	20240620	NULL
3383	11	32	20240620	NULL
20611	11	32	20240620	NULL
27458	11	32	20240620	NULL
13242	11	32	20240620	NULL
2156	11	32	20240620	NULL
1867	11	32	20240620	NULL
1895	11	32	20240620	NULL
1878	11	32	20240620	NULL
24393	11	32	20240620	NULL
6308	11	32	20240620	NULL
1853	11	32	20240620	NULL
17733	11	32	20240621	NULL
3397	11	32	20240621	NULL
17730	11	32	20240621	NULL
3380	11	32	20240621	NULL
10722	11	32	20240621	NULL
27457	11	32	20240621	NULL
4174	11	32	20240621	NULL
4596	11	32	20240621	NULL
4446	11	32	20240621	NULL
17190	11	32	20240621	NULL
4429	11	32	20240621	NULL
4436	11	32	20240621	NULL
4437	11	32	20240621	NULL
4086	11	32	20240621	NULL
8174	11	32	20240621	NULL
27464	11	32	20240622	NULL
21129	11	29	20240622	باز شده از راهروی آزمایشگاه*
7183	11	12	20240813	NULL
2559	11	32	20240813	NULL
13463	11	13	20240813	پیرو درخواست 1920 جهت ارسال به تعمیر *ماه صنعت انرژی *
27809	11	32	20240813	NULL
11579	11	32	20240813	NULL
27810	11	32	20240813	NULL
9308	11	32	20240813	NULL
2705	11	32	20240813	NULL
13927	11	32	20240813	NULL
2427	11	32	20240813	NULL
9910	11	32	20240813	NULL
2566	11	32	20240813	NULL
6389	11	32	20240813	NULL
2562	11	32	20240813	NULL
9308	11	NULL	20240813	NULL
2566	11	32	20240814	NULL
18774	11	32	20240814	NULL
12472	11	32	20240814	NULL
23884	11	32	20240814	NULL
6349	11	32	20240814	NULL
2328	11	13	20240814	پیرو درخواست 1945 جهت ارسال به شرکت شینا صنعت *
2431	11	32	20240815	NULL
2528	11	32	20240816	NULL
17746	11	32	20240816	NULL
27815	11	32	20240817	NULL
8667	11	31	20240817	ارسال به تعمیر پیرو درخواست 1943*
14065	11	31	20240817	ارسال به تعمیر پیرو درخواست 1943*
26511	11	32	20240628	NULL
3935	11	32	20240628	NULL
13662	11	32	20240629	NULL
4079	11	32	20240629	NULL
22396	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین با هماهنگی مهندس فرجی و آقای سلیمانی*تاریخ بارگیری1403/04/09
22397	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین با هماهنگی مهندس فرجی و آقای سلیمانی*تاریخ بارگیری1403/04/09
22398	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین با هماهنگی مهندس فرجی و آقای سلیمانی*تاریخ بارگیری1403/04/09
22399	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین با هماهنگی مهندس فرجی و آقای سلیمانی*تاریخ بارگیری1403/04/09
22400	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین با هماهنگی مهندس فرجی و آقای سلیمانی*تاریخ بارگیری1403/04/09
22401	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی و آقای حسن سلیمانی*
22402	11	32	20240629	برگشت به انبار جهت ارسال امانی به شرکت سیمین نقش با هماهنگی مهندس فرجی و آقای حسن سلیمانی*
540	11	13	20240629	ارسال به تعمیر پیرو درخواست 1304*
14085	11	32	20240629	NULL
21465	11	32	20240629	NULL
19831	11	32	20240629	NULL
4201	11	32	20240629	NULL
4167	11	32	20240629	NULL
25859	11	32	20240629	NULL
17881	11	32	20240629	NULL
11356	11	32	20240629	NULL
21774	11	32	20240629	NULL
21775	11	32	20240629	NULL
21414	11	32	20240629	NULL
21776	11	32	20240629	NULL
17650	11	32	20240629	NULL
23313	11	32	20240629	NULL
23281	11	32	20240629	NULL
13839	11	32	20240629	NULL
24387	11	32	20240629	NULL
17803	11	32	20240629	NULL
6861	11	32	20240629	NULL
17653	11	32	20240629	NULL
22767	11	13	20240630	ارسال به کارگاه گروه جهت نقشه کردن با هماهنگی آقای اکبر عباسی پیرو درخواست 1360*
2872	11	13	20240630	د
5525	11	32	20240630	د-اصلاح موجودی
6721	11	46	20240630	ارسال نمونه ساخت به کارگاه گروه پیرو درخواست 1379*
3730	11	15	20240630	NULL
1893	11	15	20240630	NULL
6813	11	32	20240630	NULL
26254	11	32	20240630	NULL
17758	11	32	20240630	NULL
9723	11	32	20240630	NULL
8145	11	32	20240630	NULL
18134	11	32	20240630	NULL
18138	11	32	20240630	NULL
2011	11	32	20240630	NULL
27490	11	32	20240630	NULL
3730	11	32	20240630	NULL
12494	11	46	20240630	ارسال به تعمیر پیرو درخواست 1383*
26321	11	13	20240630	پیرو درخواست 1386 جهت ارسال به کارگاه*با هماهنگی اقای بیات
6762	11	13	20240630	NULL
3935	11	32	20240630	NULL
21749	11	32	20240630	NULL
2214	11	32	20240630	NULL
6721	11	32	20240630	NULL
24544	11	29	20240630	NULL
6799	11	46	20240701	ارسال به کارگاه گروه پیرو درخواست 1393 و 1394*
24437	11	46	20240701	ارسال به کارگاه گروه پیرو درخواست 1393 و 1394*
24915	11	23	20240701	جهت ارسال امانی به شرکت پاک لایه سان با هماهنگی خانم حسین زاده پیرو شماره نامه OL1045925 *
24914	11	23	20240701	جهت ارسال امانی به شرکت پاک لایه سان با هماهنگی خانم حسین زاده پیرو شماره نامه OL1045925 *
7183	11	28	20240701	NULL
748	11	28	20240701	NULL
313	11	28	20240701	NULL
312	11	28	20240701	NULL
2215	11	28	20240701	NULL
24151	11	32	20240701	NULL
4348	11	13	20240701	NULL
6741	11	32	20240701	NULL
18147	11	32	20240701	NULL
18149	11	32	20240701	NULL
10732	11	32	20240701	NULL
17919	11	32	20240701	NULL
19582	11	32	20240701	NULL
11411	11	32	20240701	NULL
18132	11	32	20240701	NULL
7205	11	32	20240701	NULL
7250	11	32	20240701	NULL
5832	11	32	20240701	NULL
15123	11	32	20240701	NULL
6881	11	32	20240701	NULL
7239	11	32	20240701	NULL
16655	11	32	20240701	NULL
14824	11	32	20240701	NULL
19580	11	32	20240701	NULL
16529	11	32	20240701	NULL
24438	11	32	20240701	NULL
1699	11	32	20240701	NULL
11491	11	32	20240701	NULL
7561	11	32	20240701	NULL
23243	11	32	20240701	NULL
18124	11	32	20240701	NULL
6850	11	32	20240701	NULL
27750	11	32	20240807	NULL
27752	11	32	20240807	NULL
27736	11	13	20240807	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست های 1851 و 1857*
4618	11	13	20240807	ارسال به کارگاه گروه جهت تعمیر پیرو درخواست های 1851 و 1857*
25546	11	32	20240807	NULL
21483	11	32	20240807	NULL
15079	11	32	20240807	NULL
27763	11	32	20240807	NULL
11978	11	32	20240807	NULL
12260	11	32	20240807	NULL
27764	11	32	20240807	NULL
27765	11	32	20240807	NULL
5337	11	32	20240807	NULL
5291	11	32	20240808	NULL
5292	11	32	20240808	NULL
27654	11	32	20240808	NULL
27655	11	32	20240808	NULL
5831	11	32	20240808	NULL
27767	11	32	20240808	NULL
5823	11	32	20240808	NULL
4399	11	32	20240808	NULL
25527	10	NULL	20240808	NULL
23651	10	NULL	20240808	NULL
23655	10	NULL	20240808	NULL
23656	10	NULL	20240808	NULL
23649	10	NULL	20240808	NULL
23618	10	NULL	20240808	NULL
23648	10	NULL	20240808	NULL
25527	10	NULL	20240808	NULL
23651	10	NULL	20240808	NULL
23655	10	NULL	20240808	NULL
23649	10	NULL	20240808	NULL
23618	10	NULL	20240808	NULL
23648	10	NULL	20240808	NULL
23618	10	NULL	20240808	NULL
23648	10	NULL	20240808	NULL
26022	10	NULL	20240808	NULL
23656	10	NULL	20240808	NULL
25527	10	NULL	20240808	NULL
27738	10	NULL	20240808	NULL
27739	10	NULL	20240808	NULL
5839	11	32	20240808	NULL
21475	11	32	20240808	NULL
27768	11	32	20240808	NULL
27769	11	32	20240808	NULL
27770	11	32	20240808	NULL
5854	11	32	20240808	NULL
5320	11	32	20240808	NULL
5270	11	32	20240808	NULL
5832	11	32	20240808	NULL
17919	11	32	20240808	NULL
6782	11	32	20240808	NULL
21872	11	34	20240808	NULL
5352	11	32	20240808	NULL
12138	11	32	20240808	NULL
15175	11	32	20240808	NULL
27771	11	32	20240808	NULL
27772	11	32	20240808	NULL
10984	11	32	20240808	NULL
5855	11	32	20240809	NULL
23794	11	32	20240809	NULL
5341	11	32	20240809	NULL
11959	11	32	20240809	NULL
5829	11	32	20240809	NULL
27773	11	32	20240809	NULL
15175	11	32	20240809	NULL
5281	11	32	20240809	NULL
5860	11	32	20240809	NULL
5351	11	32	20240809	NULL
27774	11	32	20240809	NULL
5280	11	32	20240809	NULL
4564	11	32	20240810	NULL
12754	11	32	20240810	NULL
12636	11	32	20240810	NULL
1943	11	15	20240810	NULL
4636	11	32	20240810	NULL
18375	11	13	20240810	NULL
2097	11	13	20240810	NULL
1903	11	32	20240810	NULL
27778	11	13	20240810	باز شده از سوله کارگاهی سابق با هماهنگی آقای کربلائی*
27775	11	32	20240810	NULL
18702	11	32	20240810	NULL
27776	11	32	20240810	NULL
18696	11	32	20240810	NULL
15171	11	32	20240810	NULL
27777	11	32	20240810	NULL
11133	11	32	20240810	NULL
10198	11	32	20240810	NULL
4525	11	32	20240810	NULL
14176	11	32	20240810	NULL
4327	11	32	20240810	NULL
2080	11	34	20240810	NULL
2079	11	34	20240810	NULL
639	11	28	20240810	NULL
24108	11	32	20240810	NULL
13231	11	32	20240810	NULL
27783	11	32	20240810	NULL
15220	11	32	20240810	NULL
27782	11	46	20240811	ارسال نمونه ساخت به کارگاه گروه پیرو درخواست 1886*
23371	11	13	20240811	پیرو درخواست 1877 جهت ارسال به آناالکتریک *
27117	11	13	20240811	پیرو درخواست 1877 جهت ارسال به آناالکتریک *
19207	12	NULL	20240811	NULL
19206	12	NULL	20240811	NULL
19208	12	NULL	20240811	NULL
24108	11	13	20240811	نستله قدیمی 
16117	11	29	20240811	ارسال به شارژ پیرو درخواست 1808 *
894	11	29	20240811	ارسال به شارژ پیرو درخواست 1808 *
895	11	29	20240811	ارسال به شارژ پیرو درخواست 1808 *
891	11	29	20240811	ارسال به شارژ پیرو درخواست 1808 *
4532	11	32	20240811	NULL
13231	11	32	20240811	NULL
27786	11	32	20240811	NULL
27787	11	32	20240811	NULL
4542	11	32	20240811	NULL
4548	11	32	20240811	NULL
15146	11	32	20240811	NULL
11938	11	32	20240811	NULL
5264	11	32	20240811	NULL
9726	11	32	20240811	NULL
9725	11	32	20240811	NULL
1234	11	32	20240811	NULL
21509	11	32	20240811	NULL
4542	11	32	20240811	NULL
16529	11	32	20240811	NULL
15174	11	32	20240811	NULL
27681	11	32	20240726	NULL
4881	11	32	20240726	NULL
18101	11	32	20240726	NULL
8169	11	32	20240726	NULL
4884	11	32	20240726	NULL
6505	11	32	20240726	NULL
18093	11	32	20240726	NULL
4867	11	32	20240726	NULL
4871	11	32	20240726	NULL
27682	11	32	20240726	NULL
18117	11	32	20240726	NULL
25542	11	32	20240726	NULL
1580	11	40	20240726	ارسال 8 برگ ورق آهنی سفید 0/5*1000*2000 میلی متر به کارگاه گروه جهت ساخت فلاشینگ پیرو درخواست 1702*
482	11	31	20240727	برگشت جهت ارسال به کارگاه اقای احمد سرایی نیروی تضمین کیفت هلدینگ مستقر در کارگاه *
4883	11	32	20240727	NULL
27683	11	32	20240727	NULL
4869	11	32	20240727	NULL
24271	11	32	20240727	NULL
24768	11	13	20240727	ارسال یک عدد نمونه به کارگاه گروه جهت ساخت پیرو درخواست 1628*
20882	11	32	20240727	NULL
10822	11	32	20240727	NULL
23693	11	32	20240727	NULL
4353	11	32	20240727	NULL
